loss,accuracy,val_loss,val_accuracy
0.09755901992321014,0.9651500582695007,0.13410650193691254,0.9584138989448547
0.09811146557331085,0.9653920531272888,0.13387615978717804,0.9584138989448547
0.09697268903255463,0.9653920531272888,0.13290786743164062,0.9593810439109802
0.09549044817686081,0.968538224697113,0.13422708213329315,0.9584138989448547
0.09476636350154877,0.9666021466255188,0.1316431313753128,0.9564796686172485
0.09405633807182312,0.967812180519104,0.13374634087085724,0.957446813583374
0.09428678452968597,0.9699903130531311,0.13043901324272156,0.9584138989448547
0.09127403795719147,0.9712004065513611,0.13077279925346375,0.9584138989448547
0.09113089740276337,0.969748318195343,0.13179202377796173,0.9584138989448547
0.09194323420524597,0.969748318195343,0.1310705840587616,0.957446813583374
0.08965010941028595,0.9714424014091492,0.12957113981246948,0.9593810439109802
0.09148500114679337,0.9709583520889282,0.13117903470993042,0.9564796686172485
0.08822689950466156,0.9714424014091492,0.12710754573345184,0.9593810439109802
0.0878220871090889,0.9714424014091492,0.12891732156276703,0.9603481888771057
0.0870567336678505,0.9716843962669373,0.1295304149389267,0.9593810439109802
0.08701453357934952,0.9719264507293701,0.12828154861927032,0.9622824192047119
0.0873958095908165,0.970474362373352,0.1269940733909607,0.9593810439109802
0.08645502477884293,0.9724104404449463,0.12804661691188812,0.9593810439109802
0.08618881553411484,0.9714424014091492,0.12842325866222382,0.9593810439109802
0.08431482315063477,0.9728944897651672,0.12682151794433594,0.9603481888771057
0.0850628912448883,0.9719264507293701,0.12913285195827484,0.9603481888771057
0.083136186003685,0.9736205339431763,0.12661640346050262,0.9603481888771057
0.08332160115242004,0.9736205339431763,0.1260073482990265,0.9642166495323181
0.08372371643781662,0.9736205339431763,0.13082297146320343,0.9584138989448547
0.08262819796800613,0.9728944897651672,0.12915070354938507,0.957446813583374
0.0822460725903511,0.9736205339431763,0.13075806200504303,0.9593810439109802
0.08132597804069519,0.9745885729789734,0.12834253907203674,0.9593810439109802
0.07974603027105331,0.9745885729789734,0.12392270565032959,0.9622824192047119
0.08015725016593933,0.9755566120147705,0.1251683533191681,0.9622824192047119
0.07990637421607971,0.9750726222991943,0.12531788647174835,0.9613152742385864
0.07975411415100098,0.9728944897651672,0.12492924183607101,0.9632495045661926
0.0796065479516983,0.9757986664772034,0.12424737215042114,0.9632495045661926
0.07754728198051453,0.9750726222991943,0.12573596835136414,0.9613152742385864
0.07727667689323425,0.9755566120147705,0.12749283015727997,0.9632495045661926
0.07730316370725632,0.9757986664772034,0.12607687711715698,0.9632495045661926
0.07748959213495255,0.9745885729789734,0.12307368963956833,0.9661508798599243
0.07595880329608917,0.9770087003707886,0.12741532921791077,0.9632495045661926
0.07803218811750412,0.9757986664772034,0.12297775596380234,0.9661508798599243
0.07542900741100311,0.9760406613349915,0.12536031007766724,0.9642166495323181
0.07447981089353561,0.9757986664772034,0.1227584257721901,0.9651837348937988
0.07581818848848343,0.9738625288009644,0.12297780066728592,0.9622824192047119
0.07556283473968506,0.9755566120147705,0.12069648504257202,0.9680851101875305
0.07402356714010239,0.9782187938690186,0.12438845634460449,0.9642166495323181
0.07426271587610245,0.9774927496910095,0.13456058502197266,0.9632495045661926
0.07404930144548416,0.9770087003707886,0.12068185955286026,0.9661508798599243
0.07198510318994522,0.9782187938690186,0.12122418731451035,0.967117965221405
0.07271765172481537,0.9777347445487976,0.12477817386388779,0.9622824192047119
0.07228145748376846,0.9774927496910095,0.11968415230512619,0.967117965221405
0.07203030586242676,0.9774927496910095,0.12337228655815125,0.9632495045661926
0.0703437551856041,0.9799128770828247,0.1266629844903946,0.9642166495323181
0.07053306698799133,0.9782187938690186,0.1215522512793541,0.9642166495323181
0.07273515313863754,0.9784607887268066,0.12078258395195007,0.9661508798599243
0.06947934627532959,0.9791868329048157,0.12154169380664825,0.9661508798599243
0.07012028247117996,0.9791868329048157,0.12331745773553848,0.9632495045661926
0.06962821632623672,0.9777347445487976,0.12230398505926132,0.9651837348937988
0.06905314326286316,0.9784607887268066,0.1234203428030014,0.9622824192047119
0.06907352060079575,0.9796708822250366,0.12101034820079803,0.967117965221405
0.06764716655015945,0.9779767394065857,0.11931247264146805,0.967117965221405
0.0669790580868721,0.9803969264030457,0.12256187945604324,0.967117965221405
0.06888408213853836,0.9782187938690186,0.12120385468006134,0.9661508798599243
0.06858647614717484,0.9777347445487976,0.12067727744579315,0.9632495045661926
0.06699668616056442,0.9789448380470276,0.12153710424900055,0.9661508798599243
0.06707808375358582,0.9799128770828247,0.1248113140463829,0.9622824192047119
0.06634443998336792,0.9791868329048157,0.12348442524671555,0.9661508798599243
0.0665704607963562,0.9801548719406128,0.12083631753921509,0.9661508798599243
0.06599382311105728,0.9806389212608337,0.12420717626810074,0.9651837348937988
0.0650753304362297,0.9808809161186218,0.12110698968172073,0.9690521955490112
0.06685853004455566,0.9799128770828247,0.12216925621032715,0.9651837348937988
